Clinic,Date,Ailment,Attendance,MedicationUsed,MedicationStock,StockAdequacy
Babadogo Health Centre,2024-06-10,Diarrhea,120,101,287,Adequate
Babadogo Health Centre,2024-06-10,Skin Infection,86,116,294,Adequate
Babadogo Health Centre,2024-06-10,Pneumonia,51,87,184,Adequate
Babadogo Health Centre,2024-06-11,Malaria,109,82,176,Adequate
Babadogo Health Centre,2024-06-11,Flu,359,78,476,Adequate
Babadogo Health Centre,2024-06-11,Typhoid,370,58,525,Adequate
Babadogo Health Centre,2024-06-11,Respiratory Infection,203,51,181,Adequate
Babadogo Health Centre,2024-06-11,Diarrhea,50,60,497,Adequate
Babadogo Health Centre,2024-06-11,Skin Infection,359,106,501,Adequate
Babadogo Health Centre,2024-06-11,Pneumonia,298,46,537,Adequate
Babadogo Health Centre,2024-06-12,Malaria,301,33,322,Adequate
Babadogo Health Centre,2024-06-12,Flu,104,52,608,Adequate
Babadogo Health Centre,2024-06-12,Typhoid,371,42,716,Adequate
Babadogo Health Centre,2024-06-12,Respiratory Infection,71,77,344,Adequate
Babadogo Health Centre,2024-06-12,Diarrhea,282,27,433,Adequate
Babadogo Health Centre,2024-06-12,Skin Infection,121,20,251,Adequate
Babadogo Health Centre,2024-06-12,Pneumonia,218,93,775,Adequate
Babadogo Health Centre,2024-06-13,Malaria,155,92,196,Adequate
Babadogo Health Centre,2024-06-13,Flu,338,112,146,Adequate
Babadogo Health Centre,2024-06-13,Typhoid,337,105,156,Adequate
Babadogo Health Centre,2024-06-13,Respiratory Infection,104,52,670,Adequate
Babadogo Health Centre,2024-06-13,Diarrhea,354,65,697,Adequate
Babadogo Health Centre,2024-06-13,Skin Infection,199,27,132,Adequate
Babadogo Health Centre,2024-06-13,Pneumonia,32,57,356,Adequate
Babadogo Health Centre,2024-06-14,Malaria,155,72,212,Adequate
Babadogo Health Centre,2024-06-14,Flu,332,66,441,Adequate
Babadogo Health Centre,2024-06-14,Typhoid,77,117,497,Adequate
Babadogo Health Centre,2024-06-14,Respiratory Infection,224,112,420,Adequate
Babadogo Health Centre,2024-06-14,Diarrhea,311,19,454,Adequate
Babadogo Health Centre,2024-06-14,Skin Infection,362,79,681,Adequate
Babadogo Health Centre,2024-06-14,Pneumonia,237,134,158,Adequate
Babadogo Health Centre,2024-06-15,Malaria,288,14,450,Adequate
Babadogo Health Centre,2024-06-15,Flu,363,130,438,Adequate
Babadogo Health Centre,2024-06-15,Typhoid,194,93,535,Adequate
Babadogo Health Centre,2024-06-15,Respiratory Infection,338,143,271,Adequate
Babadogo Health Centre,2024-06-15,Diarrhea,47,116,409,Adequate
Babadogo Health Centre,2024-06-15,Skin Infection,186,92,380,Adequate
Babadogo Health Centre,2024-06-15,Pneumonia,348,97,214,Adequate
Babadogo Health Centre,2024-06-16,Malaria,189,36,662,Adequate
Babadogo Health Centre,2024-06-16,Flu,313,102,427,Adequate
Babadogo Health Centre,2024-06-16,Typhoid,370,119,320,Adequate
Babadogo Health Centre,2024-06-16,Respiratory Infection,38,42,181,Adequate
Babadogo Health Centre,2024-06-16,Diarrhea,349,47,474,Adequate
Babadogo Health Centre,2024-06-16,Skin Infection,51,40,198,Adequate
Babadogo Health Centre,2024-06-16,Pneumonia,199,91,717,Adequate
Babadogo Health Centre,2024-06-17,Malaria,349,83,481,Adequate
Babadogo Health Centre,2024-06-17,Flu,380,73,603,Adequate
Babadogo Health Centre,2024-06-17,Typhoid,197,97,524,Adequate
Babadogo Health Centre,2024-06-17,Respiratory Infection,142,101,405,Adequate
Babadogo Health Centre,2024-06-17,Diarrhea,177,90,553,Adequate
Babadogo Health Centre,2024-06-17,Skin Infection,62,101,600,Adequate
Babadogo Health Centre,2024-06-17,Pneumonia,348,86,292,Adequate
Babadogo Health Centre,2024-06-18,Malaria,390,61,617,Adequate
Babadogo Health Centre,2024-06-18,Flu,38,130,672,Adequate
Babadogo Health Centre,2024-06-18,Typhoid,192,108,247,Adequate
Babadogo Health Centre,2024-06-18,Respiratory Infection,87,116,415,Adequate
Babadogo Health Centre,2024-06-18,Diarrhea,211,44,402,Adequate
Babadogo Health Centre,2024-06-18,Skin Infection,75,96,103,Adequate
Babadogo Health Centre,2024-06-18,Pneumonia,295,136,174,Adequate
Babadogo Health Centre,2024-06-19,Malaria,69,64,218,Adequate
Babadogo Health Centre,2024-06-19,Flu,102,69,303,Adequate
Babadogo Health Centre,2024-06-19,Typhoid,125,32,242,Adequate
Babadogo Health Centre,2024-06-19,Respiratory Infection,144,121,232,Adequate
Babadogo Health Centre,2024-06-19,Diarrhea,197,27,344,Adequate
Babadogo Health Centre,2024-06-19,Skin Infection,306,88,358,Adequate
Babadogo Health Centre,2024-06-19,Pneumonia,75,119,336,Adequate
Babadogo Health Centre,2024-06-20,Malaria,82,29,798,Adequate
Babadogo Health Centre,2024-06-20,Flu,50,119,332,Adequate
Babadogo Health Centre,2024-06-20,Typhoid,244,60,764,Adequate
Babadogo Health Centre,2024-06-20,Respiratory Infection,353,145,493,Adequate
Babadogo Health Centre,2024-06-20,Diarrhea,243,76,438,Adequate
Babadogo Health Centre,2024-06-20,Skin Infection,380,18,384,Adequate
Babadogo Health Centre,2024-06-20,Pneumonia,395,100,344,Adequate
Babadogo Health Centre,2024-06-21,Malaria,67,97,738,Adequate
Babadogo Health Centre,2024-06-21,Flu,101,127,540,Adequate
Babadogo Health Centre,2024-06-21,Typhoid,313,37,345,Adequate
Babadogo Health Centre,2024-06-21,Respiratory Infection,100,96,599,Adequate
Babadogo Health Centre,2024-06-21,Diarrhea,67,119,463,Adequate
Babadogo Health Centre,2024-06-21,Skin Infection,233,104,418,Adequate
Babadogo Health Centre,2024-06-21,Pneumonia,388,34,588,Adequate
Babadogo Health Centre,2024-06-22,Malaria,186,116,753,Adequate
Babadogo Health Centre,2024-06-22,Flu,343,73,757,Adequate
Babadogo Health Centre,2024-06-22,Typhoid,36,96,627,Adequate
Babadogo Health Centre,2024-06-22,Respiratory Infection,349,66,598,Adequate
Babadogo Health Centre,2024-06-22,Diarrhea,182,18,794,Adequate
Babadogo Health Centre,2024-06-22,Skin Infection,185,18,501,Adequate
Babadogo Health Centre,2024-06-22,Pneumonia,119,85,317,Adequate
Babadogo Health Centre,2024-06-23,Malaria,359,67,480,Adequate
Babadogo Health Centre,2024-06-23,Flu,238,80,387,Adequate
Babadogo Health Centre,2024-06-23,Typhoid,117,116,235,Adequate
Babadogo Health Centre,2024-06-23,Respiratory Infection,187,55,254,Adequate
Babadogo Health Centre,2024-06-23,Diarrhea,249,84,266,Adequate
Babadogo Health Centre,2024-06-23,Skin Infection,351,60,661,Adequate
Babadogo Health Centre,2024-06-23,Pneumonia,330,116,644,Adequate
Babadogo Health Centre,2024-06-24,Malaria,304,22,724,Adequate
Babadogo Health Centre,2024-06-24,Flu,307,49,452,Adequate
Babadogo Health Centre,2024-06-24,Typhoid,34,93,433,Adequate
Babadogo Health Centre,2024-06-24,Respiratory Infection,59,120,693,Adequate
Babadogo Health Centre,2024-06-24,Diarrhea,265,97,487,Adequate
Babadogo Health Centre,2024-06-24,Skin Infection,390,76,352,Adequate
Babadogo Health Centre,2024-06-24,Pneumonia,147,72,129,Adequate
Babadogo Health Centre,2024-06-25,Malaria,140,25,441,Adequate
Babadogo Health Centre,2024-06-25,Flu,326,60,496,Adequate
Babadogo Health Centre,2024-06-25,Typhoid,273,102,255,Adequate
Babadogo Health Centre,2024-06-25,Respiratory Infection,265,93,472,Adequate
Babadogo Health Centre,2024-06-25,Diarrhea,48,96,466,Adequate
Babadogo Health Centre,2024-06-25,Skin Infection,143,81,124,Adequate
Babadogo Health Centre,2024-06-25,Pneumonia,150,131,710,Adequate
Babadogo Health Centre,2024-06-26,Malaria,375,12,544,Adequate
Babadogo Health Centre,2024-06-26,Flu,283,49,303,Adequate
Babadogo Health Centre,2024-06-26,Typhoid,323,89,456,Adequate
Babadogo Health Centre,2024-06-26,Respiratory Infection,157,131,391,Adequate
Babadogo Health Centre,2024-06-26,Diarrhea,203,102,454,Adequate
Babadogo Health Centre,2024-06-26,Skin Infection,398,46,409,Adequate
Babadogo Health Centre,2024-06-26,Pneumonia,178,50,703,Adequate
Babadogo Health Centre,2024-06-27,Malaria,99,93,609,Adequate
Babadogo Health Centre,2024-06-27,Flu,234,133,187,Adequate
Babadogo Health Centre,2024-06-27,Typhoid,281,92,130,Adequate
Babadogo Health Centre,2024-06-27,Respiratory Infection,386,66,160,Adequate
Babadogo Health Centre,2024-06-27,Diarrhea,96,107,434,Adequate
Babadogo Health Centre,2024-06-27,Skin Infection,356,76,739,Adequate
Babadogo Health Centre,2024-06-27,Pneumonia,140,136,371,Adequate
Babadogo Health Centre,2024-06-28,Malaria,330,43,311,Adequate
Babadogo Health Centre,2024-06-28,Flu,329,146,224,Adequate
Babadogo Health Centre,2024-06-28,Typhoid,132,106,219,Adequate
Babadogo Health Centre,2024-06-28,Respiratory Infection,199,64,430,Adequate
Babadogo Health Centre,2024-06-28,Diarrhea,275,93,408,Adequate
Babadogo Health Centre,2024-06-28,Skin Infection,87,37,498,Adequate
Babadogo Health Centre,2024-06-28,Pneumonia,335,42,722,Adequate
Ngara Health Centre,2024-01-01,Malaria,192,33,164,Adequate
Ngara Health Centre,2024-01-01,Flu,135,117,702,Adequate
Ngara Health Centre,2024-01-01,Typhoid,55,38,683,Adequate
Ngara Health Centre,2024-01-01,Respiratory Infection,73,119,232,Adequate
Ngara Health Centre,2024-01-01,Diarrhea,190,113,479,Adequate
Ngara Health Centre,2024-01-01,Skin Infection,290,45,176,Adequate
Ngara Health Centre,2024-01-01,Pneumonia,238,42,669,Adequate
Ngara Health Centre,2024-01-02,Malaria,373,45,124,Adequate
Ngara Health Centre,2024-01-02,Flu,63,41,374,Adequate
Ngara Health Centre,2024-01-02,Typhoid,399,115,321,Adequate
Ngara Health Centre,2024-01-02,Respiratory Infection,66,136,228,Adequate
Ngara Health Centre,2024-01-02,Diarrhea,345,76,532,Adequate
Ngara Health Centre,2024-01-02,Skin Infection,247,88,347,Adequate
Ngara Health Centre,2024-01-02,Pneumonia,140,77,246,Adequate
Ngara Health Centre,2024-01-03,Malaria,373,49,233,Adequate
Ngara Health Centre,2024-01-03,Flu,381,123,290,Adequate
Ngara Health Centre,2024-01-03,Typhoid,192,81,160,Adequate
Ngara Health Centre,2024-01-03,Respiratory Infection,34,66,559,Adequate
Ngara Health Centre,2024-01-03,Diarrhea,246,106,238,Adequate
Ngara Health Centre,2024-01-03,Skin Infection,135,108,779,Adequate
Ngara Health Centre,2024-01-03,Pneumonia,293,116,695,Adequate
Ngara Health Centre,2024-01-04,Malaria,253,20,426,Adequate
Ngara Health Centre,2024-01-04,Flu,215,123,478,Adequate
Ngara Health Centre,2024-01-04,Typhoid,260,22,717,Adequate
Ngara Health Centre,2024-01-04,Respiratory Infection,282,89,148,Adequate
Ngara Health Centre,2024-01-04,Diarrhea,292,116,304,Adequate
Ngara Health Centre,2024-01-04,Skin Infection,386,34,506,Adequate
Ngara Health Centre,2024-01-04,Pneumonia,80,76,360,Adequate
Ngara Health Centre,2024-01-05,Malaria,251,104,368,Adequate
Ngara Health Centre,2024-01-05,Flu,327,34,417,Adequate
Ngara Health Centre,2024-01-05,Typhoid,103,100,153,Adequate
Ngara Health Centre,2024-01-05,Respiratory Infection,229,145,742,Adequate
Ngara Health Centre,2024-01-05,Diarrhea,368,73,790,Adequate
Ngara Health Centre,2024-01-05,Skin Infection,334,40,344,Adequate
Ngara Health Centre,2024-01-05,Pneumonia,359,146,307,Adequate
Ngara Health Centre,2024-01-06,Malaria,241,12,479,Adequate
Ngara Health Centre,2024-01-06,Flu,192,127,440,Adequate
Ngara Health Centre,2024-01-06,Typhoid,93,41,629,Adequate
Ngara Health Centre,2024-01-06,Respiratory Infection,63,85,422,Adequate
Ngara Health Centre,2024-01-06,Diarrhea,210,76,446,Adequate
Ngara Health Centre,2024-01-06,Skin Infection,223,73,678,Adequate
Ngara Health Centre,2024-01-06,Pneumonia,238,139,778,Adequate
Ngara Health Centre,2024-01-07,Malaria,275,47,232,Adequate
Ngara Health Centre,2024-01-07,Flu,226,43,446,Adequate
Ngara Health Centre,2024-01-07,Typhoid,78,73,723,Adequate
Ngara Health Centre,2024-01-07,Respiratory Infection,385,86,203,Adequate
Ngara Health Centre,2024-01-07,Diarrhea,242,14,218,Adequate
Ngara Health Centre,2024-01-07,Skin Infection,373,48,341,Adequate
Ngara Health Centre,2024-01-07,Pneumonia,309,69,462,Adequate
Ngara Health Centre,2024-01-08,Malaria,267,59,585,Adequate
Ngara Health Centre,2024-01-08,Flu,343,30,782,Adequate
Ngara Health Centre,2024-01-08,Typhoid,196,19,162,Adequate
Ngara Health Centre,2024-01-08,Respiratory Infection,301,66,115,Adequate
Ngara Health Centre,2024-01-08,Diarrhea,283,96,445,Adequate
Ngara Health Centre,2024-01-08,Skin Infection,365,36,722,Adequate
Ngara Health Centre,2024-01-08,Pneumonia,262,123,675,Adequate
Ngara Health Centre,2024-01-09,Malaria,126,41,366,Adequate
Ngara Health Centre,2024-01-09,Flu,355,59,542,Adequate
Ngara Health Centre,2024-01-09,Typhoid,77,103,175,Adequate
Ngara Health Centre,2024-01-09,Respiratory Infection,276,89,679,Adequate
Ngara Health Centre,2024-01-09,Diarrhea,342,73,793,Adequate
Ngara Health Centre,2024-01-09,Skin Infection,109,96,281,Adequate
Ngara Health Centre,2024-01-09,Pneumonia,243,68,731,Adequate
Ngara Health Centre,2024-01-10,Malaria,270,88,391,Adequate
Ngara Health Centre,2024-01-10,Flu,83,46,455,Adequate
Ngara Health Centre,2024-01-10,Typhoid,115,96,576,Adequate
Ngara Health Centre,2024-01-10,Respiratory Infection,51,104,391,Adequate
Ngara Health Centre,2024-01-10,Diarrhea,265,38,794,Adequate
Ngara Health Centre,2024-01-10,Skin Infection,189,23,629,Adequate
Ngara Health Centre,2024-01-10,Pneumonia,67,130,389,Adequate
Ngara Health Centre,2024-01-11,Malaria,202,96,678,Adequate
Ngara Health Centre,2024-01-11,Flu,220,84,654,Adequate
Ngara Health Centre,2024-01-11,Typhoid,152,31,442,Adequate
Ngara Health Centre,2024-01-11,Respiratory Infection,225,106,224,Adequate
Ngara Health Centre,2024-01-11,Diarrhea,125,38,651,Adequate
Ngara Health Centre,2024-01-11,Skin Infection,389,54,493,Adequate
Ngara Health Centre,2024-01-11,Pneumonia,202,149,372,Adequate
Ngara Health Centre,2024-01-12,Malaria,387,11,418,Adequate
Ngara Health Centre,2024-01-12,Flu,290,54,428,Adequate
Ngara Health Centre,2024-01-12,Typhoid,153,101,377,Adequate
Ngara Health Centre,2024-01-12,Respiratory Infection,122,92,646,Adequate
Ngara Health Centre,2024-01-12,Diarrhea,340,29,266,Adequate
Ngara Health Centre,2024-01-12,Skin Infection,348,117,131,Adequate
Ngara Health Centre,2024-01-12,Pneumonia,260,92,756,Adequate
Ngara Health Centre,2024-01-13,Malaria,130,88,607,Adequate
Ngara Health Centre,2024-01-13,Flu,189,52,799,Adequate
Ngara Health Centre,2024-01-13,Typhoid,239,65,748,Adequate
Ngara Health Centre,2024-01-13,Respiratory Infection,135,98,291,Adequate
Ngara Health Centre,2024-01-13,Diarrhea,307,41,274,Adequate
Ngara Health Centre,2024-01-13,Skin Infection,287,94,315,Adequate
Ngara Health Centre,2024-01-13,Pneumonia,43,66,126,Adequate
Ngara Health Centre,2024-01-14,Malaria,181,73,169,Adequate
Ngara Health Centre,2024-01-14,Flu,183,83,370,Adequate
Ngara Health Centre,2024-01-14,Typhoid,58,109,173,Adequate
Ngara Health Centre,2024-01-14,Respiratory Infection,313,88,248,Adequate
Ngara Health Centre,2024-01-14,Diarrhea,39,13,601,Adequate
Ngara Health Centre,2024-01-14,Skin Infection,91,13,331,Adequate
Ngara Health Centre,2024-01-14,Pneumonia,365,101,627,Adequate
Ngara Health Centre,2024-01-15,Malaria,67,58,544,Adequate
Ngara Health Centre,2024-01-15,Flu,350,112,533,Adequate
Ngara Health Centre,2024-01-15,Typhoid,46,37,783,Adequate
Ngara Health Centre,2024-01-15,Respiratory Infection,99,100,354,Adequate
Ngara Health Centre,2024-01-15,Diarrhea,160,58,632,Adequate
Ngara Health Centre,2024-01-15,Skin Infection,349,101,798,Adequate
Ngara Health Centre,2024-01-15,Pneumonia,61,104,115,Adequate
Ngara Health Centre,2024-01-16,Malaria,345,54,748,Adequate
Ngara Health Centre,2024-01-16,Flu,208,132,672,Adequate
Ngara Health Centre,2024-01-16,Typhoid,133,70,687,Adequate
Ngara Health Centre,2024-01-16,Respiratory Infection,300,82,231,Adequate
Ngara Health Centre,2024-01-16,Diarrhea,180,36,458,Adequate
Ngara Health Centre,2024-01-16,Skin Infection,264,46,526,Adequate
Ngara Health Centre,2024-01-16,Pneumonia,194,133,312,Adequate
Ngara Health Centre,2024-01-17,Malaria,283,38,788,Adequate
Ngara Health Centre,2024-01-17,Flu,104,80,277,Adequate
Ngara Health Centre,2024-01-17,Typhoid,313,83,744,Adequate
Ngara Health Centre,2024-01-17,Respiratory Infection,154,85,226,Adequate
Ngara Health Centre,2024-01-17,Diarrhea,374,106,116,Adequate
Ngara Health Centre,2024-01-17,Skin Infection,382,64,236,Adequate
Ngara Health Centre,2024-01-17,Pneumonia,246,97,300,Adequate
Ngara Health Centre,2024-01-18,Malaria,395,88,627,Adequate
Ngara Health Centre,2024-01-18,Flu,42,107,313,Adequate
Ngara Health Centre,2024-01-18,Typhoid,370,82,218,Adequate
Ngara Health Centre,2024-01-18,Respiratory Infection,210,97,472,Adequate
Ngara Health Centre,2024-01-18,Diarrhea,166,60,531,Adequate
Ngara Health Centre,2024-01-18,Skin Infection,237,58,501,Adequate
Ngara Health Centre,2024-01-18,Pneumonia,83,108,523,Adequate
Ngara Health Centre,2024-01-19,Malaria,147,115,204,Adequate
Ngara Health Centre,2024-01-19,Flu,332,147,247,Adequate
Ngara Health Centre,2024-01-19,Typhoid,383,31,355,Adequate
Ngara Health Centre,2024-01-19,Respiratory Infection,111,45,292,Adequate
Ngara Health Centre,2024-01-19,Diarrhea,240,83,376,Adequate
Ngara Health Centre,2024-01-19,Skin Infection,90,86,635,Adequate
Ngara Health Centre,2024-01-19,Pneumonia,52,116,494,Adequate
Ngara Health Centre,2024-01-20,Malaria,287,79,152,Adequate
Ngara Health Centre,2024-01-20,Flu,168,44,300,Adequate
Ngara Health Centre,2024-01-20,Typhoid,193,101,634,Adequate
Ngara Health Centre,2024-01-20,Respiratory Infection,117,43,281,Adequate
Ngara Health Centre,2024-01-20,Diarrhea,384,36,632,Adequate
Ngara Health Centre,2024-01-20,Skin Infection,78,71,304,Adequate
Ngara Health Centre,2024-01-20,Pneumonia,73,137,399,Adequate
Ngara Health Centre,2024-01-21,Malaria,157,107,781,Adequate
Ngara Health Centre,2024-01-21,Flu,308,102,484,Adequate
Ngara Health Centre,2024-01-21,Typhoid,154,45,410,Adequate
Ngara Health Centre,2024-01-21,Respiratory Infection,395,45,373,Adequate
Ngara Health Centre,2024-01-21,Diarrhea,323,76,631,Adequate
Ngara Health Centre,2024-01-21,Skin Infection,48,22,116,Adequate
Ngara Health Centre,2024-01-21,Pneumonia,235,59,569,Adequate
Ngara Health Centre,2024-01-22,Malaria,328,57,654,Adequate
Ngara Health Centre,2024-01-22,Flu,122,143,677,Adequate
Ngara Health Centre,2024-01-22,Typhoid,148,62,683,Adequate
Ngara Health Centre,2024-01-22,Respiratory Infection,363,63,427,Adequate
Ngara Health Centre,2024-01-22,Diarrhea,298,99,353,Adequate
Ngara Health Centre,2024-01-22,Skin Infection,88,41,219,Adequate
Ngara Health Centre,2024-01-22,Pneumonia,339,31,729,Adequate
Ngara Health Centre,2024-01-23,Malaria,66,92,196,Adequate
Ngara Health Centre,2024-01-23,Flu,388,143,516,Adequate
Ngara Health Centre,2024-01-23,Typhoid,286,112,255,Adequate
Ngara Health Centre,2024-01-23,Respiratory Infection,174,86,681,Adequate
Ngara Health Centre,2024-01-23,Diarrhea,73,93,786,Adequate
Ngara Health Centre,2024-01-23,Skin Infection,170,85,257,Adequate
Ngara Health Centre,2024-01-23,Pneumonia,114,95,408,Adequate
Ngara Health Centre,2024-01-24,Malaria,47,37,141,Adequate
Ngara Health Centre,2024-01-24,Flu,163,131,748,Adequate
Ngara Health Centre,2024-01-24,Typhoid,251,110,551,Adequate
Ngara Health Centre,2024-01-24,Respiratory Infection,335,89,218,Adequate
Ngara Health Centre,2024-01-24,Diarrhea,128,103,423,Adequate
Ngara Health Centre,2024-01-24,Skin Infection,188,21,419,Adequate
Ngara Health Centre,2024-01-24,Pneumonia,364,90,408,Adequate
Ngara Health Centre,2024-01-25,Malaria,278,35,605,Adequate
Ngara Health Centre,2024-01-25,Flu,169,51,280,Adequate
Ngara Health Centre,2024-01-25,Typhoid,50,44,682,Adequate
Ngara Health Centre,2024-01-25,Respiratory Infection,111,56,658,Adequate
Ngara Health Centre,2024-01-25,Diarrhea,223,105,498,Adequate
Ngara Health Centre,2024-01-25,Skin Infection,266,33,109,Adequate
Ngara Health Centre,2024-01-25,Pneumonia,181,117,715,Adequate
Ngara Health Centre,2024-01-26,Malaria,153,66,652,Adequate
Ngara Health Centre,2024-01-26,Flu,40,119,612,Adequate
Ngara Health Centre,2024-01-26,Typhoid,200,91,664,Adequate
Ngara Health Centre,2024-01-26,Respiratory Infection,154,76,603,Adequate
Ngara Health Centre,2024-01-26,Diarrhea,294,18,484,Adequate
Ngara Health Centre,2024-01-26,Skin Infection,228,53,670,Adequate
Ngara Health Centre,2024-01-26,Pneumonia,135,80,736,Adequate
Ngara Health Centre,2024-01-27,Malaria,45,47,494,Adequate
Ngara Health Centre,2024-01-27,Flu,272,54,576,Adequate
Ngara Health Centre,2024-01-27,Typhoid,239,68,384,Adequate
Ngara Health Centre,2024-01-27,Respiratory Infection,197,37,709,Adequate
Ngara Health Centre,2024-01-27,Diarrhea,163,54,464,Adequate
Ngara Health Centre,2024-01-27,Skin Infection,210,103,760,Adequate
Ngara Health Centre,2024-01-27,Pneumonia,273,86,175,Adequate
Ngara Health Centre,2024-01-28,Malaria,398,15,330,Adequate
Ngara Health Centre,2024-01-28,Flu,220,35,408,Adequate
Ngara Health Centre,2024-01-28,Typhoid,281,13,424,Adequate
Ngara Health Centre,2024-01-28,Respiratory Infection,359,140,555,Adequate
Ngara Health Centre,2024-01-28,Diarrhea,372,13,541,Adequate
Ngara Health Centre,2024-01-28,Skin Infection,66,80,361,Adequate
Ngara Health Centre,2024-01-28,Pneumonia,266,80,562,Adequate
Ngara Health Centre,2024-01-29,Malaria,384,59,707,Adequate
Ngara Health Centre,2024-01-29,Flu,256,40,288,Adequate
Ngara Health Centre,2024-01-29,Typhoid,238,22,261,Adequate
Ngara Health Centre,2024-01-29,Respiratory Infection,89,138,534,Adequate
Ngara Health Centre,2024-01-29,Diarrhea,34,83,515,Adequate
Ngara Health Centre,2024-01-29,Skin Infection,41,61,496,Adequate
Ngara Health Centre,2024-01-29,Pneumonia,370,141,472,Adequate
Ngara Health Centre,2024-01-30,Malaria,254,63,396,Adequate
Ngara Health Centre,2024-01-30,Flu,333,80,530,Adequate
Ngara Health Centre,2024-01-30,Typhoid,207,105,687,Adequate
Ngara Health Centre,2024-01-30,Respiratory Infection,75,128,455,Adequate
Ngara Health Centre,2024-01-30,Diarrhea,323,101,240,Adequate
Ngara Health Centre,2024-01-30,Skin Infection,233,31,741,Adequate
Ngara Health Centre,2024-01-30,Pneumonia,378,106,368,Adequate
Ngara Health Centre,2024-01-31,Malaria,342,43,236,Adequate
Ngara Health Centre,2024-01-31,Flu,145,124,260,Adequate
Ngara Health Centre,2024-01-31,Typhoid,184,54,229,Adequate
Ngara Health Centre,2024-01-31,Respiratory Infection,108,112,668,Adequate
Ngara Health Centre,2024-01-31,Diarrhea,380,66,499,Adequate
Ngara Health Centre,2024-01-31,Skin Infection,392,88,233,Adequate
Ngara Health Centre,2024-01-31,Pneumonia,43,56,758,Adequate
Ngara Health Centre,2024-02-01,Malaria,156,116,317,Adequate
Ngara Health Centre,2024-02-01,Flu,262,142,779,Adequate
Ngara Health Centre,2024-02-01,Typhoid,172,114,359,Adequate
Ngara Health Centre,2024-02-01,Respiratory Infection,247,81,757,Adequate
Ngara Health Centre,2024-02-01,Diarrhea,128,63,268,Adequate
Ngara Health Centre,2024-02-01,Skin Infection,262,69,192,Adequate
Ngara Health Centre,2024-02-01,Pneumonia,146,117,615,Adequate
Ngara Health Centre,2024-02-02,Malaria,114,48,618,Adequate
Ngara Health Centre,2024-02-02,Flu,261,114,418,Adequate
Ngara Health Centre,2024-02-02,Typhoid,222,50,700,Adequate
Ngara Health Centre,2024-02-02,Respiratory Infection,124,148,399,Adequate
Ngara Health Centre,2024-02-02,Diarrhea,387,54,552,Adequate
Ngara Health Centre,2024-02-02,Skin Infection,80,74,665,Adequate
Ngara Health Centre,2024-02-02,Pneumonia,251,111,171,Adequate
Ngara Health Centre,2024-02-03,Malaria,197,67,754,Adequate
Ngara Health Centre,2024-02-03,Flu,48,39,782,Adequate
Ngara Health Centre,2024-02-03,Typhoid,393,25,179,Adequate
Ngara Health Centre,2024-02-03,Respiratory Infection,313,91,247,Adequate
Ngara Health Centre,2024-02-03,Diarrhea,192,68,364,Adequate
Ngara Health Centre,2024-02-03,Skin Infection,389,19,608,Adequate
Ngara Health Centre,2024-02-03,Pneumonia,330,111,464,Adequate
Ngara Health Centre,2024-02-04,Malaria,59,57,579,Adequate
Ngara Health Centre,2024-02-04,Flu,197,120,190,Adequate
Ngara Health Centre,2024-02-04,Typhoid,240,83,399,Adequate
Ngara Health Centre,2024-02-04,Respiratory Infection,203,35,472,Adequate
Ngara Health Centre,2024-02-04,Diarrhea,53,82,106,Adequate
Ngara Health Centre,2024-02-04,Skin Infection,35,42,696,Adequate
Ngara Health Centre,2024-02-04,Pneumonia,395,149,265,Adequate
Ngara Health Centre,2024-02-05,Malaria,174,40,608,Adequate
Ngara Health Centre,2024-02-05,Flu,249,34,675,Adequate
Ngara Health Centre,2024-02-05,Typhoid,105,12,418,Adequate
Ngara Health Centre,2024-02-05,Respiratory Infection,390,67,665,Adequate
Ngara Health Centre,2024-02-05,Diarrhea,159,99,613,Adequate
Ngara Health Centre,2024-02-05,Skin Infection,275,21,357,Adequate
Ngara Health Centre,2024-02-05,Pneumonia,134,109,577,Adequate
Ngara Health Centre,2024-02-06,Malaria,214,56,593,Adequate
Ngara Health Centre,2024-02-06,Flu,273,65,743,Adequate
Ngara Health Centre,2024-02-06,Typhoid,232,33,309,Adequate
Ngara Health Centre,2024-02-06,Respiratory Infection,376,130,545,Adequate
Ngara Health Centre,2024-02-06,Diarrhea,300,84,660,Adequate
Ngara Health Centre,2024-02-06,Skin Infection,397,96,390,Adequate
Ngara Health Centre,2024-02-06,Pneumonia,379,76,379,Adequate
Ngara Health Centre,2024-02-07,Malaria,345,102,176,Adequate
Ngara Health Centre,2024-02-07,Flu,333,52,495,Adequate
Ngara Health Centre,2024-02-07,Typhoid,326,38,506,Adequate
Ngara Health Centre,2024-02-07,Respiratory Infection,316,138,635,Adequate
Ngara Health Centre,2024-02-07,Diarrhea,38,31,231,Adequate
Ngara Health Centre,2024-02-07,Skin Infection,106,107,230,Adequate
Ngara Health Centre,2024-02-07,Pneumonia,119,143,728,Adequate
Ngara Health Centre,2024-02-08,Malaria,139,107,370,Adequate
Ngara Health Centre,2024-02-08,Flu,256,117,407,Adequate
Ngara Health Centre,2024-02-08,Typhoid,84,46,154,Adequate
Ngara Health Centre,2024-02-08,Respiratory Infection,41,48,562,Adequate
Ngara Health Centre,2024-02-08,Diarrhea,214,103,310,Adequate
Ngara Health Centre,2024-02-08,Skin Infection,255,16,639,Adequate
